design	study_primary	phenotype_primary	dependence_type	study_secondary	cohort	model_adjustment	model_context	phenotype_secondary	variable	variants	summary	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_unadjust_oestradiol_bioavailable_imputation_log	female_postmenopause	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171380	(rg: -0.0439; 95% CI: -0.102 ... 0.015)	-0.0439	0.0298	0.058408	-0.102 ... 0.015	0.1414	-0.102308	0.014508	1	0	0.0439
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_joint_1_oestradiol_free_imputation_log	female_postmenopause	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: -0.0296; 95% CI: -0.096 ... 0.037)	-0.0296	0.0341	0.066836	-0.096 ... 0.037	0.3858	-0.096436	0.037236	1	0	0.0296
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_unadjust_oestradiol_free_imputation_log	female_postmenopause	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: -0.0422; 95% CI: -0.105 ... 0.021)	-0.0422	0.032	0.06272	-0.105 ... 0.021	0.1871	-0.10492	0.02052	1	0	0.0422
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_joint_1_oestradiol_log	female_postmenopause	adjust	joint	oestradiol_log	oestradiol_priority	1171381	(rg: -0.1536; 95% CI: -0.591 ... 0.284)	-0.1536	0.2231	0.437276	-0.591 ... 0.284	0.4912	-0.590876	0.283676	1	0	0.1536
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_unadjust_oestradiol_log	female_postmenopause	unadjust	joint	oestradiol_log	oestradiol_priority	1171381	(rg: -0.1745; 95% CI: -0.613 ... 0.264)	-0.1745	0.2236	0.438256	-0.613 ... 0.264	0.4353	-0.612756	0.263756	1	0	0.1745
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_joint_1_steroid_globulin_imputation_log	female_postmenopause	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.0171; 95% CI: -0.022 ... 0.056)	0.0171	0.0197	0.038612	-0.022 ... 0.056	0.3861	-0.021512	0.055712	1	0	0.0171
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_unadjust_steroid_globulin_imputation_log	female_postmenopause	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.0648; 95% CI: 0.025 ... 0.105)	0.0648	0.0205	0.04018	0.025 ... 0.105	0.0016	0.02462	0.10498	1	1	0.0648
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_joint_1_testosterone_bioavailable_imputation_log	female_postmenopause	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: 0.0353; 95% CI: -0.005 ... 0.075)	0.0353	0.0205	0.04018	-0.005 ... 0.075	0.0862	-0.00488	0.07548	1	0	0.0353
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_unadjust_testosterone_bioavailable_imputation_log	female_postmenopause	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: 0.0014; 95% CI: -0.04 ... 0.043)	0.0014	0.0211	0.041356	-0.04 ... 0.043	0.9463	-0.039956	0.042756	1	0	0.0014
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_joint_1_testosterone_free_imputation_log	female_postmenopause	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: 0.0333; 95% CI: -0.006 ... 0.073)	0.0333	0.02	0.0392	-0.006 ... 0.073	0.0967	-0.0059	0.0725	1	0	0.0333
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_unadjust_testosterone_free_imputation_log	female_postmenopause	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: 0.0009; 95% CI: -0.04 ... 0.042)	0.0009	0.0209	0.040964	-0.04 ... 0.042	0.9672	-0.040064	0.041864	1	0	0.0009
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_joint_1_testosterone_imputation	female_postmenopause	adjust	joint	testosterone_imputation	testosterone_imputation	1171380	(rg: 0.0358; 95% CI: -0.006 ... 0.077)	0.0358	0.0212	0.041552	-0.006 ... 0.077	0.0916	-0.005752	0.077352	1	0	0.0358
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_unadjust_testosterone_imputation	female_postmenopause	unadjust	joint	testosterone_imputation	testosterone_imputation	1171380	(rg: 0.0188; 95% CI: -0.024 ... 0.062)	0.0188	0.0218	0.042728	-0.024 ... 0.062	0.3879	-0.023928	0.061528	1	0	0.0188
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_joint_1_testosterone_imputation_log	female_postmenopause	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.0588; 95% CI: 0.02 ... 0.098)	0.0588	0.02	0.0392	0.02 ... 0.098	0.0032	0.0196	0.098	1	1	0.0588
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_unadjust_testosterone_imputation_log	female_postmenopause	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.0434; 95% CI: 0.004 ... 0.083)	0.0434	0.0203	0.039788	0.004 ... 0.083	0.0326	0.003612	0.083188	1	1	0.0434
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_joint_1_testosterone_log	female_postmenopause	adjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.0115; 95% CI: -0.038 ... 0.061)	0.0115	0.0252	0.049392	-0.038 ... 0.061	0.6485	-0.037892	0.060892	1	0	0.0115
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_unadjust_testosterone_log	female_postmenopause	unadjust	joint	testosterone_log	testosterone_log	1171380	(rg: -0.0012; 95% CI: -0.051 ... 0.049)	-0.0012	0.0256	0.050176	-0.051 ... 0.049	0.9615	-0.051376	0.048976	1	0	0.0012
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_joint_1_albumin_imputation	female_premenopause	adjust	joint	albumin_imputation	albumin_imputation	1171381	(rg: 0.0233; 95% CI: -0.068 ... 0.115)	0.0233	0.0468	0.091728	-0.068 ... 0.115	0.6182	-0.068428	0.115028	1	0	0.0233
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_albumin_imputation	female_premenopause	unadjust	joint	albumin_imputation	albumin_imputation	1171381	(rg: 0.0797; 95% CI: -0.013 ... 0.172)	0.0797	0.0472	0.092512	-0.013 ... 0.172	0.0912	-0.012812	0.172212	1	0	0.0797
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	female_premenopause	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log			nan		nan							
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	female_premenopause	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171381	(rg: 0.0929; 95% CI: -0.104 ... 0.29)	0.0929	0.1007	0.197372	-0.104 ... 0.29	0.3564	-0.104472	0.290272	1	0	0.0929
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_joint_1_oestradiol_free_imputation_log	female_premenopause	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171381	(rg: 0.0374; 95% CI: -0.175 ... 0.249)	0.0374	0.1082	0.212072	-0.175 ... 0.249	0.7296	-0.174672	0.249472	1	0	0.0374
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_oestradiol_free_imputation_log	female_premenopause	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171381	(rg: 0.081; 95% CI: -0.126 ... 0.288)	0.081	0.1057	0.207172	-0.126 ... 0.288	0.4433	-0.126172	0.288172	1	0	0.081
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_joint_1_oestradiol_imputation	female_premenopause	adjust	joint	oestradiol_imputation	oestradiol_imputation	1171381	(rg: -0.0059; 95% CI: -0.18 ... 0.168)	-0.0059	0.0889	0.174244	-0.18 ... 0.168	0.9474	-0.180144	0.168344	1	0	0.0059
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_oestradiol_imputation	female_premenopause	unadjust	joint	oestradiol_imputation	oestradiol_imputation	1171381	(rg: 0.0594; 95% CI: -0.23 ... 0.349)	0.0594	0.1477	0.289492	-0.23 ... 0.349	0.6876	-0.230092	0.348892	1	0	0.0594
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_joint_1_oestradiol_log	female_premenopause	adjust	joint	oestradiol_log	oestradiol_log	1171381	(rg: nan; 95% CI: nan ... nan)	nan	nan	nan	nan ... nan						
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_oestradiol_log	female_premenopause	unadjust	joint	oestradiol_log	oestradiol_log	1171381	(rg: nan; 95% CI: nan ... nan)	nan	nan	nan	nan ... nan						
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_joint_1_oestradiol_imputation_log	female_premenopause	adjust	joint	oestradiol_imputation_log	oestradiol_priority	1171381	(rg: 0.0149; 95% CI: -0.181 ... 0.211)	0.0149	0.1001	0.196196	-0.181 ... 0.211	0.8817	-0.181296	0.211096	1	0	0.0149
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_oestradiol_imputation_log	female_premenopause	unadjust	joint	oestradiol_imputation_log	oestradiol_priority	1171381	(rg: 0.0718; 95% CI: -0.06 ... 0.204)	0.0718	0.0674	0.132104	-0.06 ... 0.204	0.2871	-0.060304	0.203904	1	0	0.0718
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_joint_1_steroid_globulin_imputation_log	female_premenopause	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171381	(rg: 0.0146; 95% CI: -0.063 ... 0.092)	0.0146	0.0397	0.077812	-0.063 ... 0.092	0.7131	-0.063212	0.092412	1	0	0.0146
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_steroid_globulin_imputation_log	female_premenopause	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171381	(rg: 0.112; 95% CI: 0.027 ... 0.197)	0.112	0.0435	0.08526	0.027 ... 0.197	0.0101	0.02674	0.19726	1	1	0.112
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_joint_1_testosterone_bioavailable_imputation_log	female_premenopause	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171381	(rg: 0.0578; 95% CI: -0.03 ... 0.145)	0.0578	0.0446	0.087416	-0.03 ... 0.145	0.1953	-0.029616	0.145216	1	0	0.0578
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_testosterone_bioavailable_imputation_log	female_premenopause	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171381	(rg: 0.0233; 95% CI: -0.057 ... 0.104)	0.0233	0.0412	0.080752	-0.057 ... 0.104	0.5708	-0.057452	0.104052	1	0	0.0233
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_joint_1_testosterone_free_imputation_log	female_premenopause	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171381	(rg: 0.0563; 95% CI: -0.029 ... 0.141)	0.0563	0.0433	0.084868	-0.029 ... 0.141	0.1935	-0.028568	0.141168	1	0	0.0563
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_testosterone_free_imputation_log	female_premenopause	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171381	(rg: 0.019; 95% CI: -0.058 ... 0.096)	0.019	0.0392	0.076832	-0.058 ... 0.096	0.6276	-0.057832	0.095832	1	0	0.019
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_joint_1_testosterone_imputation	female_premenopause	adjust	joint	testosterone_imputation	testosterone_imputation	1171381	(rg: 0.0967; 95% CI: -0.001 ... 0.195)	0.0967	0.0499	0.097804	-0.001 ... 0.195	0.0526	-0.001104	0.194504	1	0	0.0967
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_testosterone_imputation	female_premenopause	unadjust	joint	testosterone_imputation	testosterone_imputation	1171381	(rg: 0.0921; 95% CI: 0.009 ... 0.175)	0.0921	0.0424	0.083104	0.009 ... 0.175	0.03	0.008996	0.175204	1	1	0.0921
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_joint_1_testosterone_imputation_log	female_premenopause	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171381	(rg: 0.0284; 95% CI: -0.066 ... 0.122)	0.0284	0.048	0.09408	-0.066 ... 0.122	0.5536	-0.06568	0.12248	1	0	0.0284
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_testosterone_imputation_log	female_premenopause	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171381	(rg: 0.0395; 95% CI: -0.046 ... 0.125)	0.0395	0.0437	0.085652	-0.046 ... 0.125	0.3653	-0.046152	0.125152	1	0	0.0395
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_joint_1_testosterone_log	female_premenopause	adjust	joint	testosterone_log	testosterone_log	1171381	(rg: 0.0616; 95% CI: -0.068 ... 0.191)	0.0616	0.0661	0.129556	-0.068 ... 0.191	0.3514	-0.067956	0.191156	1	0	0.0616
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_premenopause_unadjust_testosterone_log	female_premenopause	unadjust	joint	testosterone_log	testosterone_log	1171381	(rg: 0.0535; 95% CI: -0.055 ... 0.162)	0.0535	0.0555	0.10878	-0.055 ... 0.162	0.3359	-0.05528	0.16228	1	0	0.0535
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_joint_1_albumin_imputation	male	adjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: -0.0309; 95% CI: -0.073 ... 0.011)	-0.0309	0.0214	0.041944	-0.073 ... 0.011	0.1493	-0.072844	0.011044	1	0	0.0309
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_unadjust_albumin_imputation	male	unadjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: -0.0274; 95% CI: -0.071 ... 0.016)	-0.0274	0.0221	0.043316	-0.071 ... 0.016	0.215	-0.070716	0.015916	1	0	0.0274
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_joint_1_oestradiol_bioavailable_imputation_log	male	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171380	(rg: -0.0528; 95% CI: -0.11 ... 0.005)	-0.0528	0.0294	0.057624	-0.11 ... 0.005	0.0728	-0.110424	0.004824	1	0	0.0528
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_unadjust_oestradiol_bioavailable_imputation_log	male	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171380	(rg: -0.0894; 95% CI: -0.149 ... -0.029)	-0.0894	0.0306	0.059976	-0.149 ... -0.029	0.0035	-0.149376	-0.029424	1	1	0.0894
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_joint_1_oestradiol_free_imputation_log	male	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: -0.0432; 95% CI: -0.105 ... 0.018)	-0.0432	0.0314	0.061544	-0.105 ... 0.018	0.169	-0.104744	0.018344	1	0	0.0432
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_unadjust_oestradiol_free_imputation_log	male	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: -0.0694; 95% CI: -0.132 ... -0.007)	-0.0694	0.0319	0.062524	-0.132 ... -0.007	0.0294	-0.131924	-0.006876	1	1	0.0694
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_joint_1_oestradiol_log	male	adjust	joint	oestradiol_log	oestradiol_priority	1171380	(rg: -0.1328; 95% CI: -0.298 ... 0.032)	-0.1328	0.0843	0.165228	-0.298 ... 0.032	0.1152	-0.298028	0.032428	1	0	0.1328
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_unadjust_oestradiol_log	male	unadjust	joint	oestradiol_log	oestradiol_priority	1171380	(rg: -0.1271; 95% CI: -0.281 ... 0.027)	-0.1271	0.0784	0.153664	-0.281 ... 0.027	0.1049	-0.280764	0.026564	1	0	0.1271
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_joint_1_steroid_globulin_imputation_log	male	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.0309; 95% CI: -0.007 ... 0.069)	0.0309	0.0194	0.038024	-0.007 ... 0.069	0.1119	-0.007124	0.068924	1	0	0.0309
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_unadjust_steroid_globulin_imputation_log	male	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.0632; 95% CI: 0.025 ... 0.102)	0.0632	0.0197	0.038612	0.025 ... 0.102	0.0013	0.024588	0.101812	1	1	0.0632
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_joint_1_testosterone_bioavailable_imputation_log	male	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: 0.0102; 95% CI: -0.041 ... 0.061)	0.0102	0.0261	0.051156	-0.041 ... 0.061	0.6952	-0.040956	0.061356	1	0	0.0102
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_unadjust_testosterone_bioavailable_imputation_log	male	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: 0.0239; 95% CI: -0.029 ... 0.077)	0.0239	0.027	0.05292	-0.029 ... 0.077	0.3757	-0.02902	0.07682	1	0	0.0239
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_joint_1_testosterone_free_imputation_log	male	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: 0.0148; 95% CI: -0.035 ... 0.065)	0.0148	0.0255	0.04998	-0.035 ... 0.065	0.562	-0.03518	0.06478	1	0	0.0148
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_unadjust_testosterone_free_imputation_log	male	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: 0.0362; 95% CI: -0.016 ... 0.088)	0.0362	0.0265	0.05194	-0.016 ... 0.088	0.1719	-0.01574	0.08814	1	0	0.0362
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_joint_1_testosterone_imputation	male	adjust	joint	testosterone_imputation	testosterone_imputation	1171380	(rg: 0.0346; 95% CI: -0.006 ... 0.076)	0.0346	0.0209	0.040964	-0.006 ... 0.076	0.0983	-0.006364	0.075564	1	0	0.0346
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_unadjust_testosterone_imputation	male	unadjust	joint	testosterone_imputation	testosterone_imputation	1171380	(rg: 0.0689; 95% CI: 0.027 ... 0.111)	0.0689	0.0215	0.04214	0.027 ... 0.111	0.0013	0.02676	0.11104	1	1	0.0689
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_joint_1_testosterone_imputation_log	male	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.0485; 95% CI: 0.0 ... 0.097)	0.0485	0.0245	0.04802	0.0 ... 0.097	0.0481	0.00048	0.09652	1	1	0.0485
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_unadjust_testosterone_imputation_log	male	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.0761; 95% CI: 0.028 ... 0.124)	0.0761	0.0246	0.048216	0.028 ... 0.124	0.002	0.027884	0.124316	1	1	0.0761
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_joint_1_testosterone_log	male	adjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.0328; 95% CI: -0.009 ... 0.075)	0.0328	0.0213	0.041748	-0.009 ... 0.075	0.1235	-0.008948	0.074548	1	0	0.0328
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_unadjust_testosterone_log	male	unadjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.0634; 95% CI: 0.021 ... 0.106)	0.0634	0.0217	0.042532	0.021 ... 0.106	0.0035	0.020868	0.105932	1	1	0.0634
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_high_joint_1_albumin_imputation	male_age_high	adjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: -0.0283; 95% CI: -0.089 ... 0.032)	-0.0283	0.0308	0.060368	-0.089 ... 0.032	0.3578	-0.088668	0.032068	1	0	0.0283
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_high_unadjust_albumin_imputation	male_age_high	unadjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: -0.0221; 95% CI: -0.083 ... 0.039)	-0.0221	0.031	0.06076	-0.083 ... 0.039	0.475	-0.08286	0.03866	1	0	0.0221
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_joint_1_oestradiol_bioavailable_imputation_log	male_age_high	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171380	(rg: -0.0495; 95% CI: -0.149 ... 0.05)	-0.0495	0.0507	0.099372	-0.149 ... 0.05	0.3289	-0.148872	0.049872	1	0	0.0495
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_unadjust_oestradiol_bioavailable_imputation_log	male_age_high	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171380	(rg: -0.0894; 95% CI: -0.191 ... 0.012)	-0.0894	0.0516	0.101136	-0.191 ... 0.012	0.0833	-0.190536	0.011736	1	0	0.0894
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_joint_1_oestradiol_free_imputation_log	male_age_high	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: -0.0516; 95% CI: -0.163 ... 0.059)	-0.0516	0.0566	0.110936	-0.163 ... 0.059	0.362	-0.162536	0.059336	1	0	0.0516
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_unadjust_oestradiol_free_imputation_log	male_age_high	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: -0.0737; 95% CI: -0.182 ... 0.034)	-0.0737	0.0552	0.108192	-0.182 ... 0.034	0.1816	-0.181892	0.034492	1	0	0.0737
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_high_joint_1_oestradiol_log	male_age_high	adjust	joint	oestradiol_log	oestradiol_priority	1171383	(rg: -0.0642; 95% CI: -0.227 ... 0.099)	-0.0642	0.0833	0.163268	-0.227 ... 0.099	0.4406	-0.227468	0.099068	1	0	0.0642
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_high_unadjust_oestradiol_log	male_age_high	unadjust	joint	oestradiol_log	oestradiol_priority	1171383	(rg: -0.0572; 95% CI: -0.223 ... 0.109)	-0.0572	0.0847	0.166012	-0.223 ... 0.109	0.4995	-0.223212	0.108812	1	0	0.0572
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_high_joint_1_steroid_globulin_imputation_log	male_age_high	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.0466; 95% CI: 0.0 ... 0.093)	0.0466	0.0237	0.046452	0.0 ... 0.093	0.0493	0.000148	0.093052	1	1	0.0466
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	male_age_high_unadjust_steroid_globulin_imputation_log	male_age_high	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.0727; 95% CI: 0.023 ... 0.122)	0.0727	0.0253	0.049588	0.023 ... 0.122	0.0041	0.023112	0.122288	1	1	0.0727
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_joint_1_testosterone_bioavailable_imputation_log	male_age_high	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: 0.0198; 95% CI: -0.064 ... 0.103)	0.0198	0.0426	0.083496	-0.064 ... 0.103	0.6424	-0.063696	0.103296	1	0	0.0198
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_unadjust_testosterone_bioavailable_imputation_log	male_age_high	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: 0.0364; 95% CI: -0.05 ... 0.123)	0.0364	0.0443	0.086828	-0.05 ... 0.123	0.411	-0.050428	0.123228	1	0	0.0364
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_joint_1_testosterone_free_imputation_log	male_age_high	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: 0.0181; 95% CI: -0.061 ... 0.097)	0.0181	0.0405	0.07938	-0.061 ... 0.097	0.6559	-0.06128	0.09748	1	0	0.0181
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_unadjust_testosterone_free_imputation_log	male_age_high	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: 0.0417; 95% CI: -0.039 ... 0.122)	0.0417	0.041	0.08036	-0.039 ... 0.122	0.3084	-0.03866	0.12206	1	0	0.0417
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	male_age_high_joint_1_testosterone_imputation_log	male_age_high	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.0798; 95% CI: 0.006 ... 0.153)	0.0798	0.0376	0.073696	0.006 ... 0.153	0.034	0.006104	0.153496	1	1	0.0798
