design	study_primary	phenotype_primary	dependence_type	study_secondary	cohort	model_adjustment	model_context	phenotype_secondary	variable	variants	summary	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_perimenopause_joint_1_testosterone_log	female_perimenopause	adjust	joint	testosterone_log	testosterone_log	1115965	(rg: 0.0181; 95% CI: -0.145 ... 0.181)	0.0181	0.0832	0.163072	-0.145 ... 0.181	0.8273	-0.144972	0.181172	1	0	0.0181
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_perimenopause_unadjust_testosterone_log	female_perimenopause	unadjust	joint	testosterone_log	testosterone_log	1115965	(rg: -0.017; 95% CI: -0.183 ... 0.149)	-0.017	0.0848	0.166208	-0.183 ... 0.149	0.8408	-0.183208	0.149208	1	0	0.017
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_joint_1_albumin_imputation	female_postmenopause	adjust	joint	albumin_imputation	albumin_imputation	1115965	(rg: 0.0009; 95% CI: -0.053 ... 0.054)	0.0009	0.0273	0.053508	-0.053 ... 0.054	0.9739	-0.052608	0.054408	1	0	0.0009
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_unadjust_albumin_imputation	female_postmenopause	unadjust	joint	albumin_imputation	albumin_imputation	1115965	(rg: 0.0167; 95% CI: -0.036 ... 0.069)	0.0167	0.0268	0.052528	-0.036 ... 0.069	0.5341	-0.035828	0.069228	1	0	0.0167
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_joint_1_oestradiol_bioavailable_imputation_log	female_postmenopause	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115965	(rg: -0.0639; 95% CI: -0.132 ... 0.004)	-0.0639	0.0348	0.068208	-0.132 ... 0.004	0.0663	-0.132108	0.004308	1	0	0.0639
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_unadjust_oestradiol_bioavailable_imputation_log	female_postmenopause	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115965	(rg: -0.0505; 95% CI: -0.122 ... 0.021)	-0.0505	0.0367	0.071932	-0.122 ... 0.021	0.1688	-0.122432	0.021432	1	0	0.0505
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_joint_1_oestradiol_free_imputation_log	female_postmenopause	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115965	(rg: -0.0799; 95% CI: -0.161 ... 0.002)	-0.0799	0.0416	0.081536	-0.161 ... 0.002	0.0545	-0.161436	0.001636	1	0	0.0799
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_unadjust_oestradiol_free_imputation_log	female_postmenopause	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115965	(rg: -0.0519; 95% CI: -0.133 ... 0.029)	-0.0519	0.0413	0.080948	-0.133 ... 0.029	0.2095	-0.132848	0.029048	1	0	0.0519
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_joint_1_oestradiol_log	female_postmenopause	adjust	joint	oestradiol_log	oestradiol_priority	1115966	(rg: -0.1733; 95% CI: -0.563 ... 0.217)	-0.1733	0.1989	0.389844	-0.563 ... 0.217	0.3835	-0.563144	0.216544	1	0	0.1733
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_unadjust_oestradiol_log	female_postmenopause	unadjust	joint	oestradiol_log	oestradiol_priority	1115966	(rg: -0.078; 95% CI: -0.423 ... 0.267)	-0.078	0.1762	0.345352	-0.423 ... 0.267	0.658	-0.423352	0.267352	1	0	0.078
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_joint_1_steroid_globulin_imputation_log	female_postmenopause	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115965	(rg: 0.0035; 95% CI: -0.047 ... 0.054)	0.0035	0.0259	0.050764	-0.047 ... 0.054	0.8913	-0.047264	0.054264	1	0	0.0035
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_unadjust_steroid_globulin_imputation_log	female_postmenopause	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115965	(rg: 0.0397; 95% CI: -0.014 ... 0.093)	0.0397	0.0273	0.053508	-0.014 ... 0.093	0.1463	-0.013808	0.093208	1	0	0.0397
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_joint_1_testosterone_bioavailable_imputation_log	female_postmenopause	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115965	(rg: 0.0073; 95% CI: -0.043 ... 0.057)	0.0073	0.0256	0.050176	-0.043 ... 0.057	0.7738	-0.042876	0.057476	1	0	0.0073
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_unadjust_testosterone_bioavailable_imputation_log	female_postmenopause	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115965	(rg: -0.0188; 95% CI: -0.072 ... 0.035)	-0.0188	0.0272	0.053312	-0.072 ... 0.035	0.4904	-0.072112	0.034512	1	0	0.0188
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_joint_1_testosterone_free_imputation_log	female_postmenopause	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115965	(rg: 0.0108; 95% CI: -0.039 ... 0.06)	0.0108	0.0252	0.049392	-0.039 ... 0.06	0.6668	-0.038592	0.060192	1	0	0.0108
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_unadjust_testosterone_free_imputation_log	female_postmenopause	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115965	(rg: -0.0195; 95% CI: -0.072 ... 0.033)	-0.0195	0.0269	0.052724	-0.072 ... 0.033	0.4682	-0.072224	0.033224	1	0	0.0195
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_joint_1_testosterone_imputation	female_postmenopause	adjust	joint	testosterone_imputation	testosterone_imputation	1115965	(rg: 0.0071; 95% CI: -0.046 ... 0.06)	0.0071	0.0271	0.053116	-0.046 ... 0.06	0.7924	-0.046016	0.060216	1	0	0.0071
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_unadjust_testosterone_imputation	female_postmenopause	unadjust	joint	testosterone_imputation	testosterone_imputation	1115965	(rg: -0.0126; 95% CI: -0.066 ... 0.041)	-0.0126	0.0274	0.053704	-0.066 ... 0.041	0.645	-0.066304	0.041104	1	0	0.0126
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_joint_1_testosterone_imputation_log	female_postmenopause	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115965	(rg: 0.0229; 95% CI: -0.029 ... 0.075)	0.0229	0.0265	0.05194	-0.029 ... 0.075	0.3882	-0.02904	0.07484	1	0	0.0229
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_unadjust_testosterone_imputation_log	female_postmenopause	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115965	(rg: 0.0074; 95% CI: -0.046 ... 0.061)	0.0074	0.0275	0.0539	-0.046 ... 0.061	0.7865	-0.0465	0.0613	1	0	0.0074
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_joint_1_testosterone_log	female_postmenopause	adjust	joint	testosterone_log	testosterone_log	1115965	(rg: -0.0488; 95% CI: -0.106 ... 0.009)	-0.0488	0.0294	0.057624	-0.106 ... 0.009	0.0975	-0.106424	0.008824	1	0	0.0488
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_postmenopause_unadjust_testosterone_log	female_postmenopause	unadjust	joint	testosterone_log	testosterone_log	1115965	(rg: -0.0544; 95% CI: -0.112 ... 0.003)	-0.0544	0.0295	0.05782	-0.112 ... 0.003	0.0651	-0.11222	0.00342	1	0	0.0544
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_albumin_imputation	female_premenopause	adjust	joint	albumin_imputation	albumin_imputation	1115966	(rg: 0.018; 95% CI: -0.09 ... 0.126)	0.018	0.0551	0.107996	-0.09 ... 0.126	0.7441	-0.089996	0.125996	1	0	0.018
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_albumin_imputation	female_premenopause	unadjust	joint	albumin_imputation	albumin_imputation	1115966	(rg: -0.0102; 95% CI: -0.121 ... 0.101)	-0.0102	0.0566	0.110936	-0.121 ... 0.101	0.857	-0.121136	0.100736	1	0	0.0102
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	female_premenopause	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115966	(rg: 0.1092; 95% CI: -0.133 ... 0.352)	0.1092	0.1238	0.242648	-0.133 ... 0.352	0.3777	-0.133448	0.351848	1	0	0.1092
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	female_premenopause	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115966	(rg: 0.2227; 95% CI: -0.066 ... 0.512)	0.2227	0.1474	0.288904	-0.066 ... 0.512	0.1307	-0.066204	0.511604	1	0	0.2227
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_oestradiol_free_imputation_log	female_premenopause	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115966	(rg: 0.0995; 95% CI: -0.162 ... 0.361)	0.0995	0.1333	0.261268	-0.162 ... 0.361	0.4552	-0.161768	0.360768	1	0	0.0995
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_oestradiol_free_imputation_log	female_premenopause	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115966	(rg: 0.2229; 95% CI: -0.081 ... 0.527)	0.2229	0.155	0.3038	-0.081 ... 0.527	0.1504	-0.0809	0.5267	1	0	0.2229
primary_versus_oestradiol_linear_2	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_oestradiol_imputation	female_premenopause	adjust	joint	oestradiol_imputation	oestradiol_imputation	1115966	(rg: 0.0391; 95% CI: -0.203 ... 0.281)	0.0391	0.1233	0.241668	-0.203 ... 0.281	0.7515	-0.202568	0.280768	1	0	0.0391
primary_versus_oestradiol_linear_2	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_oestradiol_imputation	female_premenopause	unadjust	joint	oestradiol_imputation	oestradiol_imputation	1115966	(rg: 0.1089; 95% CI: -0.292 ... 0.51)	0.1089	0.2047	0.401212	-0.292 ... 0.51	0.5947	-0.292312	0.510112	1	0	0.1089
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_oestradiol_log	female_premenopause	adjust	joint	oestradiol_log	oestradiol_log	1115966	(rg: nan; 95% CI: nan ... nan)	nan		nan	nan ... nan						
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_oestradiol_log	female_premenopause	unadjust	joint	oestradiol_log	oestradiol_log	1115966	(rg: nan; 95% CI: nan ... nan)	nan		nan	nan ... nan						
primary_versus_oestradiol_linear_2	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_oestradiol_imputation_log	female_premenopause	adjust	joint	oestradiol_imputation_log	oestradiol_priority	1115966	(rg: 0.0623; 95% CI: -0.182 ... 0.307)	0.0623	0.1248	0.244608	-0.182 ... 0.307	0.6177	-0.182308	0.306908	1	0	0.0623
primary_versus_oestradiol_linear_2	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_oestradiol_imputation_log	female_premenopause	unadjust	joint	oestradiol_imputation_log	oestradiol_priority	1115966	(rg: 0.1099; 95% CI: -0.066 ... 0.285)	0.1099	0.0895	0.17542	-0.066 ... 0.285	0.2193	-0.06552	0.28532	1	0	0.1099
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_steroid_globulin_imputation_log	female_premenopause	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115966	(rg: 0.0155; 95% CI: -0.085 ... 0.116)	0.0155	0.0515	0.10094	-0.085 ... 0.116	0.7634	-0.08544	0.11644	1	0	0.0155
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_steroid_globulin_imputation_log	female_premenopause	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115966	(rg: 0.0402; 95% CI: -0.061 ... 0.141)	0.0402	0.0516	0.101136	-0.061 ... 0.141	0.4362	-0.060936	0.141336	1	0	0.0402
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_testosterone_bioavailable_imputation_log	female_premenopause	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115966	(rg: 0.0148; 95% CI: -0.091 ... 0.121)	0.0148	0.054	0.10584	-0.091 ... 0.121	0.784	-0.09104	0.12064	1	0	0.0148
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_testosterone_bioavailable_imputation_log	female_premenopause	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115966	(rg: 0.0321; 95% CI: -0.06 ... 0.124)	0.0321	0.0468	0.091728	-0.06 ... 0.124	0.4924	-0.059628	0.123828	1	0	0.0321
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_testosterone_free_imputation_log	female_premenopause	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115966	(rg: 0.0133; 95% CI: -0.091 ... 0.117)	0.0133	0.0531	0.104076	-0.091 ... 0.117	0.8022	-0.090776	0.117376	1	0	0.0133
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_testosterone_free_imputation_log	female_premenopause	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115966	(rg: 0.031; 95% CI: -0.058 ... 0.12)	0.031	0.0453	0.088788	-0.058 ... 0.12	0.4941	-0.057788	0.119788	1	0	0.031
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_testosterone_imputation	female_premenopause	adjust	joint	testosterone_imputation	testosterone_imputation	1115966	(rg: 0.0306; 95% CI: -0.093 ... 0.154)	0.0306	0.063	0.12348	-0.093 ... 0.154	0.6275	-0.09288	0.15408	1	0	0.0306
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_testosterone_imputation	female_premenopause	unadjust	joint	testosterone_imputation	testosterone_imputation	1115966	(rg: 0.0276; 95% CI: -0.072 ... 0.127)	0.0276	0.0507	0.099372	-0.072 ... 0.127	0.5853	-0.071772	0.126972	1	0	0.0276
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_testosterone_imputation_log	female_premenopause	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115966	(rg: -0.0207; 95% CI: -0.13 ... 0.088)	-0.0207	0.0556	0.108976	-0.13 ... 0.088	0.7095	-0.129676	0.088276	1	0	0.0207
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_testosterone_imputation_log	female_premenopause	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115966	(rg: 0.0255; 95% CI: -0.076 ... 0.127)	0.0255	0.0517	0.101332	-0.076 ... 0.127	0.6213	-0.075832	0.126832	1	0	0.0255
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_joint_1_testosterone_log	female_premenopause	adjust	joint	testosterone_log	testosterone_log	1115966	(rg: 0.0272; 95% CI: -0.131 ... 0.186)	0.0272	0.0808	0.158368	-0.131 ... 0.186	0.7361	-0.131168	0.185568	1	0	0.0272
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	female_premenopause_unadjust_testosterone_log	female_premenopause	unadjust	joint	testosterone_log	testosterone_log	1115966	(rg: -0.0034; 95% CI: -0.122 ... 0.115)	-0.0034	0.0606	0.118776	-0.122 ... 0.115	0.9555	-0.122176	0.115376	1	0	0.0034
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_joint_1_albumin_imputation	male	adjust	joint	albumin_imputation	albumin_imputation	1115965	(rg: -0.015; 95% CI: -0.065 ... 0.035)	-0.015	0.0255	0.04998	-0.065 ... 0.035	0.5563	-0.06498	0.03498	1	0	0.015
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_unadjust_albumin_imputation	male	unadjust	joint	albumin_imputation	albumin_imputation	1115965	(rg: 7.4866e-05; 95% CI: -0.051 ... 0.051)	7.49E-05	0.0262	0.051352	-0.051 ... 0.051	0.9977	-0.051277134	0.051426866	1	0	7.49E-05
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_joint_1_oestradiol_bioavailable_imputation_log	male	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115965	(rg: 0.007; 95% CI: -0.065 ... 0.079)	0.007	0.0368	0.072128	-0.065 ... 0.079	0.849	-0.065128	0.079128	1	0	0.007
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_unadjust_oestradiol_bioavailable_imputation_log	male	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115965	(rg: -0.0034; 95% CI: -0.076 ... 0.069)	-0.0034	0.037	0.07252	-0.076 ... 0.069	0.9258	-0.07592	0.06912	1	0	0.0034
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_joint_1_oestradiol_free_imputation_log	male	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115965	(rg: 0.0094; 95% CI: -0.065 ... 0.084)	0.0094	0.038	0.07448	-0.065 ... 0.084	0.8046	-0.06508	0.08388	1	0	0.0094
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_unadjust_oestradiol_free_imputation_log	male	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115965	(rg: -0.0027; 95% CI: -0.075 ... 0.07)	-0.0027	0.0369	0.072324	-0.075 ... 0.07	0.9422	-0.075024	0.069624	1	0	0.0027
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_joint_1_oestradiol_log	male	adjust	joint	oestradiol_log	oestradiol_priority	1115965	(rg: -0.0952; 95% CI: -0.267 ... 0.077)	-0.0952	0.0877	0.171892	-0.267 ... 0.077	0.2778	-0.267092	0.076692	1	0	0.0952
primary_versus_oestradiol_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_unadjust_oestradiol_log	male	unadjust	joint	oestradiol_log	oestradiol_priority	1115965	(rg: -0.086; 95% CI: -0.25 ... 0.078)	-0.086	0.0837	0.164052	-0.25 ... 0.078	0.3043	-0.250052	0.078052	1	0	0.086
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_joint_1_steroid_globulin_imputation_log	male	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115965	(rg: -0.011; 95% CI: -0.057 ... 0.035)	-0.011	0.0235	0.04606	-0.057 ... 0.035	0.6398	-0.05706	0.03506	1	0	0.011
primary_versus_steroid_globulin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_unadjust_steroid_globulin_imputation_log	male	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1115965	(rg: 0.0049; 95% CI: -0.04 ... 0.05)	0.0049	0.023	0.04508	-0.04 ... 0.05	0.8324	-0.04018	0.04998	1	0	0.0049
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_joint_1_testosterone_bioavailable_imputation_log	male	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115965	(rg: -1.2348e-06; 95% CI: -0.062 ... 0.062)	-1.23E-06	0.0315	0.06174	-0.062 ... 0.062	1	-0.0617412348	0.0617387652	1	0	1.23E-06
primary_versus_testosterone_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_unadjust_testosterone_bioavailable_imputation_log	male	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1115965	(rg: 0.0106; 95% CI: -0.051 ... 0.072)	0.0106	0.0314	0.061544	-0.051 ... 0.072	0.7356	-0.050944	0.072144	1	0	0.0106
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_joint_1_testosterone_free_imputation_log	male	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115965	(rg: 0.0038; 95% CI: -0.057 ... 0.065)	0.0038	0.031	0.06076	-0.057 ... 0.065	0.9017	-0.05696	0.06456	1	0	0.0038
primary_versus_testosterone_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_unadjust_testosterone_free_imputation_log	male	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1115965	(rg: 0.01; 95% CI: -0.05 ... 0.07)	0.01	0.0307	0.060172	-0.05 ... 0.07	0.745	-0.050172	0.070172	1	0	0.01
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_joint_1_testosterone_imputation	male	adjust	joint	testosterone_imputation	testosterone_imputation	1115965	(rg: -0.0148; 95% CI: -0.061 ... 0.032)	-0.0148	0.0238	0.046648	-0.061 ... 0.032	0.535	-0.061448	0.031848	1	0	0.0148
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_unadjust_testosterone_imputation	male	unadjust	joint	testosterone_imputation	testosterone_imputation	1115965	(rg: 0.0056; 95% CI: -0.041 ... 0.052)	0.0056	0.0238	0.046648	-0.041 ... 0.052	0.8122	-0.041048	0.052248	1	0	0.0056
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_joint_1_testosterone_imputation_log	male	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115965	(rg: -0.0036; 95% CI: -0.059 ... 0.051)	-0.0036	0.0281	0.055076	-0.059 ... 0.051	0.8969	-0.058676	0.051476	1	0	0.0036
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_unadjust_testosterone_imputation_log	male	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1115965	(rg: 0.0134; 95% CI: -0.04 ... 0.067)	0.0134	0.0272	0.053312	-0.04 ... 0.067	0.6213	-0.039912	0.066712	1	0	0.0134
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_joint_1_testosterone_log	male	adjust	joint	testosterone_log	testosterone_log	1115965	(rg: -0.0114; 95% CI: -0.061 ... 0.038)	-0.0114	0.0251	0.049196	-0.061 ... 0.038	0.6493	-0.060596	0.037796	1	0	0.0114
primary_versus_testosterone_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_unadjust_testosterone_log	male	unadjust	joint	testosterone_log	testosterone_log	1115965	(rg: 0.0044; 95% CI: -0.044 ... 0.053)	0.0044	0.0247	0.048412	-0.044 ... 0.053	0.8596	-0.044012	0.052812	1	0	0.0044
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_joint_1_albumin_imputation	male_age_high	adjust	joint	albumin_imputation	albumin_imputation	1115965	(rg: -0.0435; 95% CI: -0.114 ... 0.027)	-0.0435	0.0359	0.070364	-0.114 ... 0.027	0.2262	-0.113864	0.026864	1	0	0.0435
primary_versus_albumin_linear_1	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_unadjust_albumin_imputation	male_age_high	unadjust	joint	albumin_imputation	albumin_imputation	1115965	(rg: -0.0448; 95% CI: -0.115 ... 0.026)	-0.0448	0.036	0.07056	-0.115 ... 0.026	0.2131	-0.11536	0.02576	1	0	0.0448
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_joint_1_oestradiol_bioavailable_imputation_log	male_age_high	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115965	(rg: -0.0703; 95% CI: -0.197 ... 0.057)	-0.0703	0.0648	0.127008	-0.197 ... 0.057	0.2778	-0.197308	0.056708	1	0	0.0703
primary_versus_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_unadjust_oestradiol_bioavailable_imputation_log	male_age_high	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1115965	(rg: -0.0743; 95% CI: -0.197 ... 0.048)	-0.0743	0.0625	0.1225	-0.197 ... 0.048	0.2345	-0.1968	0.0482	1	0	0.0743
primary_versus_oestradiol_free_linear	34002096_mullins_2021_bpd1	bipolar_disorder_type_1	logistic	male_age_high_joint_1_oestradiol_free_imputation_log	male_age_high	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1115965	(rg: -0.0717; 95% CI: -0.205 ... 0.061)	-0.0717	0.0678	0.132888	-0.205 ... 0.061	0.2906	-0.204588	0.061188	1	0	0.0717
