design	study_primary	phenotype_primary	dependence_type	study_secondary	cohort	model_adjustment	model_context	phenotype_secondary	variable	variants	summary	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_joint_1_oestradiol_free_imputation_log	female_postmenopause	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: -0.0956; 95% CI: -0.178 ... -0.013)	-0.0956	0.042	0.08232	-0.178 ... -0.013	0.0227	-0.17792	-0.01328	1	1	0.0956
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_unadjust_oestradiol_free_imputation_log	female_postmenopause	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: -0.0876; 95% CI: -0.162 ... -0.013)	-0.0876	0.0382	0.074872	-0.162 ... -0.013	0.0217	-0.162472	-0.012728	1	1	0.0876
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_joint_1_oestradiol_log	female_postmenopause	adjust	joint	oestradiol_log	oestradiol_priority	1173302	(rg: 0.0702; 95% CI: -0.27 ... 0.41)	0.0702	0.1736	0.340256	-0.27 ... 0.41	0.686	-0.270056	0.410456	1	0	0.0702
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_unadjust_oestradiol_log	female_postmenopause	unadjust	joint	oestradiol_log	oestradiol_priority	1173302	(rg: 0.1289; 95% CI: -0.286 ... 0.544)	0.1289	0.2117	0.414932	-0.286 ... 0.544	0.5426	-0.286032	0.543832	1	0	0.1289
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_joint_1_steroid_globulin_imputation_log	female_postmenopause	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.0537; 95% CI: 0.004 ... 0.103)	0.0537	0.0253	0.049588	0.004 ... 0.103	0.0338	0.004112	0.103288	1	1	0.0537
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_unadjust_steroid_globulin_imputation_log	female_postmenopause	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.0729; 95% CI: 0.023 ... 0.123)	0.0729	0.0256	0.050176	0.023 ... 0.123	0.0044	0.022724	0.123076	1	1	0.0729
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_joint_1_testosterone_bioavailable_imputation_log	female_postmenopause	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: -0.0103; 95% CI: -0.059 ... 0.039)	-0.0103	0.0251	0.049196	-0.059 ... 0.039	0.6823	-0.059496	0.038896	1	0	0.0103
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_unadjust_testosterone_bioavailable_imputation_log	female_postmenopause	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: -0.031; 95% CI: -0.083 ... 0.021)	-0.031	0.0267	0.052332	-0.083 ... 0.021	0.2455	-0.083332	0.021332	1	0	0.031
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_joint_1_testosterone_free_imputation_log	female_postmenopause	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: -0.0203; 95% CI: -0.069 ... 0.029)	-0.0203	0.025	0.049	-0.069 ... 0.029	0.4178	-0.0693	0.0287	1	0	0.0203
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_unadjust_testosterone_free_imputation_log	female_postmenopause	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: -0.0388; 95% CI: -0.09 ... 0.013)	-0.0388	0.0262	0.051352	-0.09 ... 0.013	0.1394	-0.090152	0.012552	1	0	0.0388
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_joint_1_testosterone_imputation	female_postmenopause	adjust	joint	testosterone_imputation	testosterone_imputation	1173302	(rg: 0.0031; 95% CI: -0.052 ... 0.058)	0.0031	0.0281	0.055076	-0.052 ... 0.058	0.9108	-0.051976	0.058176	1	0	0.0031
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_unadjust_testosterone_imputation	female_postmenopause	unadjust	joint	testosterone_imputation	testosterone_imputation	1173302	(rg: -0.0084; 95% CI: -0.064 ... 0.047)	-0.0084	0.0284	0.055664	-0.064 ... 0.047	0.767	-0.064064	0.047264	1	0	0.0084
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_joint_1_testosterone_imputation_log	female_postmenopause	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: 0.0118; 95% CI: -0.04 ... 0.064)	0.0118	0.0265	0.05194	-0.04 ... 0.064	0.6557	-0.04014	0.06374	1	0	0.0118
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_unadjust_testosterone_imputation_log	female_postmenopause	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: -0.0001; 95% CI: -0.053 ... 0.053)	-0.0001	0.027	0.05292	-0.053 ... 0.053	0.9963	-0.05302	0.05282	1	0	0.0001
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_joint_1_testosterone_log	female_postmenopause	adjust	joint	testosterone_log	testosterone_log	1173302	(rg: -0.0158; 95% CI: -0.073 ... 0.042)	-0.0158	0.0294	0.057624	-0.073 ... 0.042	0.5911	-0.073424	0.041824	1	0	0.0158
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_postmenopause_unadjust_testosterone_log	female_postmenopause	unadjust	joint	testosterone_log	testosterone_log	1173302	(rg: -0.0233; 95% CI: -0.079 ... 0.032)	-0.0233	0.0283	0.055468	-0.079 ... 0.032	0.4095	-0.078768	0.032168	1	0	0.0233
primary_versus_albumin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_albumin_imputation	female_premenopause	adjust	joint	albumin_imputation	albumin_imputation	1173302	(rg: 0.0743; 95% CI: -0.03 ... 0.179)	0.0743	0.0533	0.104468	-0.03 ... 0.179	0.1633	-0.030168	0.178768	1	0	0.0743
primary_versus_albumin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_albumin_imputation	female_premenopause	unadjust	joint	albumin_imputation	albumin_imputation	1173302	(rg: 0.131; 95% CI: 0.023 ... 0.239)	0.131	0.0551	0.107996	0.023 ... 0.239	0.0175	0.023004	0.238996	1	1	0.131
primary_versus_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	female_premenopause	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1173302	(rg: -0.1072; 95% CI: -0.35 ... 0.135)	-0.1072	0.1237	0.242452	-0.35 ... 0.135	0.386	-0.349652	0.135252	1	0	0.1072
primary_versus_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	female_premenopause	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1173302	(rg: -0.0513; 95% CI: -0.272 ... 0.17)	-0.0513	0.1127	0.220892	-0.272 ... 0.17	0.6489	-0.272192	0.169592	1	0	0.0513
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_oestradiol_free_imputation_log	female_premenopause	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: -0.1396; 95% CI: -0.42 ... 0.141)	-0.1396	0.1432	0.280672	-0.42 ... 0.141	0.3297	-0.420272	0.141072	1	0	0.1396
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_oestradiol_free_imputation_log	female_premenopause	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: -0.1004; 95% CI: -0.344 ... 0.144)	-0.1004	0.1245	0.24402	-0.344 ... 0.144	0.4199	-0.34442	0.14362	1	0	0.1004
primary_versus_oestradiol_linear_2	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_oestradiol_imputation	female_premenopause	adjust	joint	oestradiol_imputation	oestradiol_imputation	1173302	(rg: -0.1251; 95% CI: -0.336 ... 0.086)	-0.1251	0.1076	0.210896	-0.336 ... 0.086	0.2452	-0.335996	0.085796	1	0	0.1251
primary_versus_oestradiol_linear_2	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_oestradiol_imputation	female_premenopause	unadjust	joint	oestradiol_imputation	oestradiol_imputation	1173302	(rg: -0.153; 95% CI: -0.608 ... 0.302)	-0.153	0.2321	0.454916	-0.608 ... 0.302	0.5099	-0.607916	0.301916	1	0	0.153
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_oestradiol_log	female_premenopause	adjust	joint	oestradiol_log	oestradiol_log	1173302	(rg: nan; 95% CI: nan ... nan)	nan		nan	nan ... nan						
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_oestradiol_log	female_premenopause	unadjust	joint	oestradiol_log	oestradiol_log	1173302	(rg: nan; 95% CI: nan ... nan)	nan		nan	nan ... nan						
primary_versus_oestradiol_linear_2	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_oestradiol_imputation_log	female_premenopause	adjust	joint	oestradiol_imputation_log	oestradiol_priority	1173302	(rg: -0.1086; 95% CI: -0.354 ... 0.137)	-0.1086	0.1253	0.245588	-0.354 ... 0.137	0.386	-0.354188	0.136988	1	0	0.1086
primary_versus_oestradiol_linear_2	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_oestradiol_imputation_log	female_premenopause	unadjust	joint	oestradiol_imputation_log	oestradiol_priority	1173302	(rg: -0.0081; 95% CI: -0.158 ... 0.142)	-0.0081	0.0764	0.149744	-0.158 ... 0.142	0.9153	-0.157844	0.141644	1	0	0.0081
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_steroid_globulin_imputation_log	female_premenopause	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.078; 95% CI: -0.021 ... 0.177)	0.078	0.0503	0.098588	-0.021 ... 0.177	0.1212	-0.020588	0.176588	1	0	0.078
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_steroid_globulin_imputation_log	female_premenopause	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.092; 95% CI: -0.009 ... 0.193)	0.092	0.0513	0.100548	-0.009 ... 0.193	0.073	-0.008548	0.192548	1	0	0.092
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_testosterone_bioavailable_imputation_log	female_premenopause	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: 0.0591; 95% CI: -0.041 ... 0.159)	0.0591	0.051	0.09996	-0.041 ... 0.159	0.2463	-0.04086	0.15906	1	0	0.0591
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_testosterone_bioavailable_imputation_log	female_premenopause	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: 0.0374; 95% CI: -0.061 ... 0.135)	0.0374	0.05	0.098	-0.061 ... 0.135	0.4545	-0.0606	0.1354	1	0	0.0374
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_testosterone_free_imputation_log	female_premenopause	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: 0.0561; 95% CI: -0.041 ... 0.153)	0.0561	0.0495	0.09702	-0.041 ... 0.153	0.2577	-0.04092	0.15312	1	0	0.0561
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_testosterone_free_imputation_log	female_premenopause	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: 0.0295; 95% CI: -0.065 ... 0.124)	0.0295	0.0484	0.094864	-0.065 ... 0.124	0.5415	-0.065364	0.124364	1	0	0.0295
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_testosterone_imputation	female_premenopause	adjust	joint	testosterone_imputation	testosterone_imputation	1173302	(rg: 0.1363; 95% CI: 0.024 ... 0.249)	0.1363	0.0575	0.1127	0.024 ... 0.249	0.0178	0.0236	0.249	1	1	0.1363
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_testosterone_imputation	female_premenopause	unadjust	joint	testosterone_imputation	testosterone_imputation	1173302	(rg: 0.0985; 95% CI: 0.002 ... 0.195)	0.0985	0.0494	0.096824	0.002 ... 0.195	0.0462	0.001676	0.195324	1	1	0.0985
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_testosterone_imputation_log	female_premenopause	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: 0.0629; 95% CI: -0.035 ... 0.161)	0.0629	0.0498	0.097608	-0.035 ... 0.161	0.2067	-0.034708	0.160508	1	0	0.0629
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_testosterone_imputation_log	female_premenopause	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: 0.0487; 95% CI: -0.049 ... 0.147)	0.0487	0.0499	0.097804	-0.049 ... 0.147	0.329	-0.049104	0.146504	1	0	0.0487
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_joint_1_testosterone_log	female_premenopause	adjust	joint	testosterone_log	testosterone_log	1173302	(rg: 0.0872; 95% CI: -0.067 ... 0.241)	0.0872	0.0785	0.15386	-0.067 ... 0.241	0.2666	-0.06666	0.24106	1	0	0.0872
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	female_premenopause_unadjust_testosterone_log	female_premenopause	unadjust	joint	testosterone_log	testosterone_log	1173302	(rg: 0.0919; 95% CI: -0.03 ... 0.214)	0.0919	0.0621	0.121716	-0.03 ... 0.214	0.139	-0.029816	0.213616	1	0	0.0919
primary_versus_albumin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_joint_1_albumin_imputation	male	adjust	joint	albumin_imputation	albumin_imputation	1173302	(rg: 0.0085; 95% CI: -0.059 ... 0.076)	0.0085	0.0344	0.067424	-0.059 ... 0.076	0.8057	-0.058924	0.075924	1	0	0.0085
primary_versus_albumin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_unadjust_albumin_imputation	male	unadjust	joint	albumin_imputation	albumin_imputation	1173302	(rg: 0.0077; 95% CI: -0.062 ... 0.077)	0.0077	0.0354	0.069384	-0.062 ... 0.077	0.8286	-0.061684	0.077084	1	0	0.0077
primary_versus_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_joint_1_oestradiol_bioavailable_imputation_log	male	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1173302	(rg: -0.0321; 95% CI: -0.101 ... 0.037)	-0.0321	0.0353	0.069188	-0.101 ... 0.037	0.3629	-0.101288	0.037088	1	0	0.0321
primary_versus_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_unadjust_oestradiol_bioavailable_imputation_log	male	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1173302	(rg: -0.0189; 95% CI: -0.084 ... 0.046)	-0.0189	0.033	0.06468	-0.084 ... 0.046	0.5671	-0.08358	0.04578	1	0	0.0189
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_joint_1_oestradiol_free_imputation_log	male	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: -0.0323; 95% CI: -0.103 ... 0.039)	-0.0323	0.0363	0.071148	-0.103 ... 0.039	0.3742	-0.103448	0.038848	1	0	0.0323
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_unadjust_oestradiol_free_imputation_log	male	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: -0.0136; 95% CI: -0.08 ... 0.053)	-0.0136	0.0338	0.066248	-0.08 ... 0.053	0.6868	-0.079848	0.052648	1	0	0.0136
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_joint_1_oestradiol_log	male	adjust	joint	oestradiol_log	oestradiol_priority	1173301	(rg: 0.0317; 95% CI: -0.146 ... 0.209)	0.0317	0.0907	0.177772	-0.146 ... 0.209	0.7264	-0.146072	0.209472	1	0	0.0317
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_unadjust_oestradiol_log	male	unadjust	joint	oestradiol_log	oestradiol_priority	1173301	(rg: 0.0221; 95% CI: -0.143 ... 0.187)	0.0221	0.0843	0.165228	-0.143 ... 0.187	0.7933	-0.143128	0.187328	1	0	0.0221
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_joint_1_steroid_globulin_imputation_log	male	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.0396; 95% CI: -0.012 ... 0.091)	0.0396	0.0264	0.051744	-0.012 ... 0.091	0.1331	-0.012144	0.091344	1	0	0.0396
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_unadjust_steroid_globulin_imputation_log	male	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.0349; 95% CI: -0.015 ... 0.085)	0.0349	0.0255	0.04998	-0.015 ... 0.085	0.1714	-0.01508	0.08488	1	0	0.0349
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_joint_1_testosterone_bioavailable_imputation_log	male	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: 0.0698; 95% CI: 0.013 ... 0.126)	0.0698	0.0289	0.056644	0.013 ... 0.126	0.0158	0.013156	0.126444	1	1	0.0698
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_unadjust_testosterone_bioavailable_imputation_log	male	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: 0.072; 95% CI: 0.013 ... 0.131)	0.072	0.0303	0.059388	0.013 ... 0.131	0.0174	0.012612	0.131388	1	1	0.072
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_joint_1_testosterone_free_imputation_log	male	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: 0.0705; 95% CI: 0.013 ... 0.128)	0.0705	0.0293	0.057428	0.013 ... 0.128	0.0161	0.013072	0.127928	1	1	0.0705
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_unadjust_testosterone_free_imputation_log	male	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: 0.0644; 95% CI: 0.007 ... 0.122)	0.0644	0.0295	0.05782	0.007 ... 0.122	0.0292	0.00658	0.12222	1	1	0.0644
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_joint_1_testosterone_imputation	male	adjust	joint	testosterone_imputation	testosterone_imputation	1173302	(rg: 0.0657; 95% CI: 0.013 ... 0.119)	0.0657	0.027	0.05292	0.013 ... 0.119	0.0149	0.01278	0.11862	1	1	0.0657
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_unadjust_testosterone_imputation	male	unadjust	joint	testosterone_imputation	testosterone_imputation	1173302	(rg: 0.06; 95% CI: 0.007 ... 0.113)	0.06	0.0271	0.053116	0.007 ... 0.113	0.0267	0.006884	0.113116	1	1	0.06
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_joint_1_testosterone_imputation_log	male	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: 0.0826; 95% CI: 0.025 ... 0.14)	0.0826	0.0295	0.05782	0.025 ... 0.14	0.0051	0.02478	0.14042	1	1	0.0826
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_unadjust_testosterone_imputation_log	male	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1173302	(rg: 0.0708; 95% CI: 0.013 ... 0.129)	0.0708	0.0296	0.058016	0.013 ... 0.129	0.0166	0.012784	0.128816	1	1	0.0708
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_joint_1_testosterone_log	male	adjust	joint	testosterone_log	testosterone_log	1173302	(rg: 0.072; 95% CI: 0.017 ... 0.127)	0.072	0.028	0.05488	0.017 ... 0.127	0.01	0.01712	0.12688	1	1	0.072
primary_versus_testosterone_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_unadjust_testosterone_log	male	unadjust	joint	testosterone_log	testosterone_log	1173302	(rg: 0.0611; 95% CI: 0.008 ... 0.114)	0.0611	0.0272	0.053312	0.008 ... 0.114	0.0247	0.007788	0.114412	1	1	0.0611
primary_versus_albumin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_joint_1_albumin_imputation	male_age_high	adjust	joint	albumin_imputation	albumin_imputation	1173302	(rg: -0.0052; 95% CI: -0.094 ... 0.083)	-0.0052	0.0452	0.088592	-0.094 ... 0.083	0.9081	-0.093792	0.083392	1	0	0.0052
primary_versus_albumin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_unadjust_albumin_imputation	male_age_high	unadjust	joint	albumin_imputation	albumin_imputation	1173302	(rg: -0.0143; 95% CI: -0.104 ... 0.076)	-0.0143	0.0459	0.089964	-0.104 ... 0.076	0.7556	-0.104264	0.075664	1	0	0.0143
primary_versus_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_joint_1_oestradiol_bioavailable_imputation_log	male_age_high	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1173302	(rg: -0.068; 95% CI: -0.181 ... 0.045)	-0.068	0.0579	0.113484	-0.181 ... 0.045	0.2402	-0.181484	0.045484	1	0	0.068
primary_versus_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_unadjust_oestradiol_bioavailable_imputation_log	male_age_high	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1173302	(rg: -0.0495; 95% CI: -0.156 ... 0.057)	-0.0495	0.0544	0.106624	-0.156 ... 0.057	0.3635	-0.156124	0.057124	1	0	0.0495
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_joint_1_oestradiol_free_imputation_log	male_age_high	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: -0.0883; 95% CI: -0.208 ... 0.032)	-0.0883	0.0613	0.120148	-0.208 ... 0.032	0.15	-0.208448	0.031848	1	0	0.0883
primary_versus_oestradiol_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_unadjust_oestradiol_free_imputation_log	male_age_high	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1173302	(rg: -0.0556; 95% CI: -0.168 ... 0.057)	-0.0556	0.0576	0.112896	-0.168 ... 0.057	0.3343	-0.168496	0.057296	1	0	0.0556
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_joint_1_oestradiol_log	male_age_high	adjust	joint	oestradiol_log	oestradiol_priority	1173298	(rg: -0.1909; 95% CI: -0.434 ... 0.053)	-0.1909	0.1242	0.243432	-0.434 ... 0.053	0.1244	-0.434332	0.052532	1	0	0.1909
primary_versus_oestradiol_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_unadjust_oestradiol_log	male_age_high	unadjust	joint	oestradiol_log	oestradiol_priority	1173298	(rg: -0.1778; 95% CI: -0.417 ... 0.062)	-0.1778	0.1221	0.239316	-0.417 ... 0.062	0.1454	-0.417116	0.061516	1	0	0.1778
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_joint_1_steroid_globulin_imputation_log	male_age_high	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.0332; 95% CI: -0.027 ... 0.094)	0.0332	0.0308	0.060368	-0.027 ... 0.094	0.2813	-0.027168	0.093568	1	0	0.0332
primary_versus_steroid_globulin_linear_1	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_unadjust_steroid_globulin_imputation_log	male_age_high	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1173302	(rg: 0.022; 95% CI: -0.038 ... 0.082)	0.022	0.0307	0.060172	-0.038 ... 0.082	0.4739	-0.038172	0.082172	1	0	0.022
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_joint_1_testosterone_bioavailable_imputation_log	male_age_high	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: 0.0848; 95% CI: -0.006 ... 0.176)	0.0848	0.0463	0.090748	-0.006 ... 0.176	0.0669	-0.005948	0.175548	1	0	0.0848
primary_versus_testosterone_bioavailable_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_unadjust_testosterone_bioavailable_imputation_log	male_age_high	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1173302	(rg: 0.0659; 95% CI: -0.023 ... 0.155)	0.0659	0.0454	0.088984	-0.023 ... 0.155	0.1466	-0.023084	0.154884	1	0	0.0659
primary_versus_testosterone_free_linear	30643251_liu_2019_alcohol_all	alcohol_quantity	linear	male_age_high_joint_1_testosterone_free_imputation_log	male_age_high	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1173302	(rg: 0.0856; 95% CI: -0.004 ... 0.175)	0.0856	0.0455	0.08918	-0.004 ... 0.175	0.0599	-0.00358	0.17478	1	0	0.0856
