code_ukbiobank	medication_name	medication_category	code_atc	group_atc	Category	Coding a	Medication ATC code	Drug name
1140909872	Thiamine	vitamin b1 preparation	A11DA		vitamin b1 preparation	1140909872	A11DA	Thiamine
1140873480	Minocycline	minocycline	A01AB23 |J01AA08		minocycline	1140873480	A01AB23 |J01AA08	Minocycline
1140868518	Levonorgestrel |Estradiol	nuvelle tablet	G03FB05	G03	nuvelle tablet	1140868518	G03FB05	Levonorgestrel |Estradiol
1140878186	Polyvinyl Alcohol	liquifilm tears 1.4% eye drops	S01XA20		liquifilm tears 1.4% eye drops	1140878186	S01XA20	Polyvinyl Alcohol
1141168108	Isosorbide Mononitrate	isotard 25xl m/r tablet	C01DA14		isotard 25xl m/r tablet	1141168108	C01DA14	Isosorbide Mononitrate
1141188658	Mesalazine	asacol mr 400mg e/c tablet	A07EC02		asacol mr 400mg e/c tablet	1141188658	A07EC02	Mesalazine
1141189094	Metformin |Rosiglitazone	avandamet 1mg / 500mg tablet	A10BD03		avandamet 1mg / 500mg tablet	1141189094	A10BD03	Metformin |Rosiglitazone
1141176284	Brinzolamide	brinzolamide	S01EC04		brinzolamide	1141176284	S01EC04	Brinzolamide
1141193272	Testosterone	testogel 50mg gel 5g sachet	G03BA03	G03	testogel 50mg gel 5g sachet	1141193272	G03BA03	Testosterone
1141178052	Acetaminophen |Codeine	zapain caplet	N02AJ06		zapain caplet	1141178052	N02AJ06	Acetaminophen |Codeine
1140881446	Cinchocaine |Hydrocortisone	proctosedyl ointment	A07EA02		proctosedyl ointment	1140881446	A07EA02	Cinchocaine |Hydrocortisone
1140888512	Amiloride	amiloride	C03DB01		amiloride	1140888512	C03DB01	Amiloride
1140868080	Cyclizine	cyclizine	R06AE03		cyclizine	1140868080	R06AE03	Cyclizine
1140869176	Levonorgestrel |Ethinyl Estradiol	logynon tablet	G03AA07	G03	logynon tablet	1140869176	G03AA07	Levonorgestrel |Ethinyl Estradiol
1140873476	Lymecycline	tetralysal 300 capsule	J01AA04		tetralysal 300 capsule	1140873476	J01AA04	Lymecycline
1141194224	Chlorphenamine	allergy relief antihistamine 4mg tablet	R06AB04		allergy relief antihistamine 4mg tablet	1141194224	R06AB04	Chlorphenamine
1141176670	Celecoxib	celebrex 200mg capsule	M01AH01		celebrex 200mg capsule	1141176670	M01AH01	Celecoxib
1140872492	Nicotine	nicotine product	N07BA01		nicotine product	1140872492	N07BA01	Nicotine
1141157402	Prednisolone	prednisolone product	A07EA01 |C05AA04 |D07AA03 |D07XA02 |H02AB06 |R01AD02 |S01BA04 |S01CB02 |S02BA03 |S03BA02		prednisolone product	1141157402	A07EA01 |C05AA04 |D07AA03 |D07XA02 |H02AB06 |R01AD02 |S01BA04 |S01CB02 |S02BA03 |S03BA02	Prednisolone
1140926430	Norethisterone |Estradiol	climesse tablet	G03FB05	G03	climesse tablet	1140926430	G03FB05	Norethisterone |Estradiol
1140874014	Metronidazole	metronidazole	A01AB17 |D06BX01 |G01AF01 |J01XD01 |P01AB01		metronidazole	1140874014	A01AB17 |D06BX01 |G01AF01 |J01XD01 |P01AB01	Metronidazole
1140862060	Salbutamol	ventolin 2mg tablet	R03CC02		ventolin 2mg tablet	1140862060	R03CC02	Salbutamol
1141187818	Tadalafil	cialis 20mg tablet	G04BE08		cialis 20mg tablet	1141187818	G04BE08	Tadalafil
1141180148	Etoricoxib	arcoxia 60mg tablet	M01AH05		arcoxia 60mg tablet	1141180148	M01AH05	Etoricoxib
1140872694	Flucloxacillin	flucloxacillin	J01CF05		flucloxacillin	1140872694	J01CF05	Flucloxacillin
1140876146	Budesonide	rhinocort 50micrograms nasal spray	R01AD05		rhinocort 50micrograms nasal spray	1140876146	R01AD05	Budesonide
1140874138	Ciprofloxacin	ciprofloxacin	J01MA02 |S01AE03 |S02AA15 |S03AA07		ciprofloxacin	1140874138	J01MA02 |S01AE03 |S02AA15 |S03AA07	Ciprofloxacin
1141157178	Senna Glycoside	senna product	A06AB06		senna product	1141157178	A06AB06	Senna Glycoside
1140860976	Isosorbide Mononitrate	imdur 60mg durule	C01DA14		imdur 60mg durule	1140860976	C01DA14	Isosorbide Mononitrate
1140852756	Vitamin A	vitamin a	A11CA01 |D10AD02 |S01XA02 |R01AX02		vitamin a	1140852756	A11CA01 |D10AD02 |S01XA02 |R01AX02	Vitamin A
1140862266	Aminophylline	phyllocontin continus 225mg m/r tablet	R03DA05		phyllocontin continus 225mg m/r tablet	1140862266	R03DA05	Aminophylline
1140868426	Triamcinolone	triamcinolone	A01AC01 |C05AA12 |D07AB09 |D07XB02 |H02AB08 |R01AD11 |R03BA06 |S01BA05		triamcinolone	1140868426	A01AC01 |C05AA12 |D07AB09 |D07XB02 |H02AB08 |R01AD11 |R03BA06 |S01BA05	Triamcinolone
1140879798	Terazosin	terazosin	G04CA03		terazosin	1140879798	G04CA03	Terazosin
1140866800	Propranolol	half-inderal la 80mg m/r capsule	C07AA05		half-inderal la 80mg m/r capsule	1140866800	C07AA05	Propranolol
1140869346	Norgestimate |Ethinyl Estradiol	cilest tablet	G03AA11	G03	cilest tablet	1140869346	G03AA11	Norgestimate |Ethinyl Estradiol
1140861202	Amlodipine	istin 5mg tablet	C08CA01		istin 5mg tablet	1140861202	C08CA01	Amlodipine
1140875632	Salicylic Acid |Mucopolysaccharide Polysulfate	movelat gel	M02AC		movelat gel	1140875632	M02AC	Salicylic Acid |Mucopolysaccharide Polysulfate
1140863302	Lorazepam	lorazepam	N05BA06		lorazepam	1140863302	N05BA06	Lorazepam
1140864472	Alfuzosin	xatral 2.5mg tablet	G04CA01		xatral 2.5mg tablet	1140864472	G04CA01	Alfuzosin
1140864952	Lisinopril |Hydrochlorothiazide	lisinopril+hydrochlorothiazide 10mg/12.5mg tablet	C09BA03		lisinopril+hydrochlorothiazide 10mg/12.5mg tablet	1140864952	C09BA03	Lisinopril |Hydrochlorothiazide
1140865872	Magnesium Citrate	magnesium citrate	A06AD19 |A12CC04 |B05CB03		magnesium citrate	1140865872	A06AD19 |A12CC04 |B05CB03	Magnesium Citrate
1140922806	Medroxyprogesterone Acetate |Estradiol	premique cycle 10mg tablet	G03FB06	G03	premique cycle 10mg tablet	1140922806	G03FB06	Medroxyprogesterone Acetate |Estradiol
1140923572	Nifedipine	adipine mr 10 m/r tablet	C08CA05		adipine mr 10 m/r tablet	1140923572	C08CA05	Nifedipine
1140879658	Chlorpromazine	chlorpromazine	N05AA01		chlorpromazine	1140879658	N05AA01	Chlorpromazine
1140871666	Piroxicam	piroxicam	M01AC01 |M02AA07 |S01BC06		piroxicam	1140871666	M01AC01 |M02AA07 |S01BC06	Piroxicam
1140860802	Perindopril	coversyl 2mg tablet	C09AA04		coversyl 2mg tablet	1140860802	C09AA04	Perindopril
1140911698	Diltiazem	slozem 120mg m/r capsule	C08DB01		slozem 120mg m/r capsule	1140911698	C08DB01	Diltiazem
1140879628	Dosulepin	dothiepin	N06AA16		dothiepin	1140879628	N06AA16	Dosulepin
1141166200	Etonogestrel	implanon 68mg subdermal implant	G03AC08	G03	implanon 68mg subdermal implant	1141166200	G03AC08	Etonogestrel
1140872036	Acetaminophen |Metoclopramide	paramax tablet	N02BE51		paramax tablet	1140872036	N02BE51	Acetaminophen |Metoclopramide
1140868588	Progesterone	progesterone product	G03DA04	G03	progesterone product	1140868588	G03DA04	Progesterone
1140862952	Carbocisteine	mucodyne 375mg capsule	R05CB03		mucodyne 375mg capsule	1140862952	R05CB03	Carbocisteine
1140879392	Senna Glycoside |Plantago Seed	manevac granules	A06AC51		manevac granules	1140879392	A06AC51	Senna Glycoside |Plantago Seed
1140910498	Influenza Vaccine	flu - influenza vaccine	J07BB		flu - influenza vaccine	1140910498	J07BB	Influenza Vaccine
1140917428	Diltiazem	angitil sr 90 m/r capsule	C08DB01		angitil sr 90 m/r capsule	1140917428	C08DB01	Diltiazem
1141200108	Potassium Citrate	cymalon cranberry 1.5g/5ml liquid	A12BA02		cymalon cranberry 1.5g/5ml liquid	1141200108	A12BA02	Potassium Citrate
1141151946	Citalopram	cipramil 10mg tablet	N06AB04		cipramil 10mg tablet	1141151946	N06AB04	Citalopram
1140865654	Codeine |Kaolin	codeine phosphate+kaolin 10mg/3g/10ml mixture	N02AA59		codeine phosphate+kaolin 10mg/3g/10ml mixture	1140865654	N02AA59	Codeine |Kaolin
1140910512	Isosorbide Mononitrate	ismo - isosorbide mononitrate	C01DA14		ismo - isosorbide mononitrate	1140910512	C01DA14	Isosorbide Mononitrate
1141190960	Tramadol |Acetaminophen	tramacet 325mg/37.5mg tablet	N02AJ13		tramacet 325mg/37.5mg tablet	1141190960	N02AJ13	Tramadol |Acetaminophen
1140883656	Hydroxyzine	hydroxyzine	N05BB01		hydroxyzine	1140883656	N05BB01	Hydroxyzine
1141168946	Sildenafil	viagra 50mg tablet	G04BE03		viagra 50mg tablet	1141168946	G04BE03	Sildenafil
1140884696	Clobetasone	clobetasone	D07AB01 |S01BA09		clobetasone	1140884696	D07AB01 |S01BA09	Clobetasone
1141179764	Tenofovir	tenofovir	J05AF		tenofovir	1141179764	J05AF	Tenofovir
1141190160	Felodipine	vascalpha 5mg m/r tablet	C08CA02		vascalpha 5mg m/r tablet	1141190160	C08CA02	Felodipine
1140873642	Azithromycin	azithromycin	J01FA10 |S01AA26		azithromycin	1140873642	J01FA10 |S01AA26	Azithromycin
1140909954	Aciclovir	acyclovir	D06BB03 |J05AB01 |S01AD03		acyclovir	1140909954	D06BB03 |J05AB01 |S01AD03	Aciclovir
1140928878	Estradiol	zumenon 1mg tablet	G03CA03	G03	zumenon 1mg tablet	1140928878	G03CA03	Estradiol
1141164872	Levodopa |Carbidopa	sinemet-62.5 tablet	N04BA02		sinemet-62.5 tablet	1141164872	N04BA02	Levodopa |Carbidopa
1141166086	Calcium Carbonate	rennie duo oral suspension	A02AC01		rennie duo oral suspension	1141166086	A02AC01	Calcium Carbonate
1140881320	Magnesium Carbonate	magnesium carbonate	A02AA01 |A06AD01		magnesium carbonate	1140881320	A02AA01 |A06AD01	Magnesium Carbonate
1140868772	Etidronic Acid	didronel 200mg tablet	M05BA01		didronel 200mg tablet	1140868772	M05BA01	Etidronic Acid
1140928004	Zopiclone	zimovane ls 3.75mg tablet	N05CF01		zimovane ls 3.75mg tablet	1140928004	N05CF01	Zopiclone
1140870488	Mineral |Multivitamin	forceval capsule	A11AA		forceval capsule	1140870488	A11AA	Mineral |Multivitamin
1141200072	Pregabalin	lyrica 25mg capsule	N03AX16		lyrica 25mg capsule	1141200072	N03AX16	Pregabalin
1141167708	Beclomethasone Dipropionate	beclomist 50micrograms nasal spray	R01AD01		beclomist 50micrograms nasal spray	1141167708	R01AD01	Beclomethasone Dipropionate
1141173328	Ursodeoxycholic Acid	ursodeoxycholic acid	A05AA02		ursodeoxycholic acid	1141173328	A05AA02	Ursodeoxycholic Acid
1141172686	Hydrochlorothiazide |Irbesartan	coaprovel 150mg/12.5mg tablet	C09DA04		coaprovel 150mg/12.5mg tablet	1141172686	C09DA04	Hydrochlorothiazide |Irbesartan
1141168948	Sildenafil	viagra 100mg tablet	G04BE03		viagra 100mg tablet	1141168948	G04BE03	Sildenafil
1140888362	Pyridoxine	pyridoxine preparation	A11HA02		pyridoxine preparation	1140888362	A11HA02	Pyridoxine
1140927320	Chlorhexidine |Benzalkonium	dermol 500 lotion	D08A		dermol 500 lotion	1140927320	D08A	Chlorhexidine |Benzalkonium
1140867998	Domperidone	motilium 10mg tablet	A03FA03		motilium 10mg tablet	1140867998	A03FA03	Domperidone
1140865394	Scopolamine Butylbromide	hyoscine butylbromide	A03BB01		hyoscine butylbromide	1140865394	A03BB01	Scopolamine Butylbromide
1141157494	Plantago Seed	ispaghula husk product	A06AC01		ispaghula husk product	1141157494	A06AC01	Plantago Seed
1140869164	Desogestrel |Ethinyl Estradiol	mercilon tablet	G03AA09	G03	mercilon tablet	1140869164	G03AA09	Desogestrel |Ethinyl Estradiol
1141168944	Sildenafil	viagra 25mg tablet	G04BE03		viagra 25mg tablet	1141168944	G04BE03	Sildenafil
1140869370	Levonorgestrel	norgeston tablet	G03AC03	G03	norgeston tablet	1140869370	G03AC03	Levonorgestrel
1140882626	Betamethasone	betnesol 0.1% eye/ear/nose drops	S01BA06 |S02BA07 |S03BA03		betnesol 0.1% eye/ear/nose drops	1140882626	S01BA06 |S02BA07 |S03BA03	Betamethasone
1140922714	Dorzolamide	dorzolamide	S01EC03		dorzolamide	1140922714	S01EC03	Dorzolamide
1140861936	Cholestyramine	questran 4g/sachet powder	C10AC01		questran 4g/sachet powder	1140861936	C10AC01	Cholestyramine
1140871506	Ketoprofen	ketoprofen	M01AE03 |M02AA10		ketoprofen	1140871506	M01AE03 |M02AA10	Ketoprofen
1141150750	Brimonidine	brimonidine tartrate	D11AX21 |S01EA05		brimonidine tartrate	1141150750	D11AX21 |S01EA05	Brimonidine
1140865382	Dicyclomine	merbentyl 10mg tablet	A03AA07		merbentyl 10mg tablet	1140865382	A03AA07	Dicyclomine
1141171940	Levetiracetam	keppra 250mg tablet	N03AX14		keppra 250mg tablet	1141171940	N03AX14	Levetiracetam
1141157418	Budesonide	budesonide product	A07EA06 |D07AC09 |R01AD05 |R03BA02		budesonide product	1141157418	A07EA06 |D07AC09 |R01AD05 |R03BA02	Budesonide
1140872338	Levodopa |Benserazide	madopar 62.5 capsule	N04BA02		madopar 62.5 capsule	1140872338	N04BA02	Levodopa |Benserazide
1141172436	Medroxyprogesterone Acetate |Estradiol	indivina 1mg/2.5mg tablet	G03FA12	G03	indivina 1mg/2.5mg tablet	1141172436	G03FA12	Medroxyprogesterone Acetate |Estradiol
1141195224	Formoterol	formoterol	R03AC13		formoterol	1141195224	R03AC13	Formoterol
1141174508	Sibutramine	reductil 10mg capsule	A08AA10		reductil 10mg capsule	1141174508	A08AA10	Sibutramine
1140878172	Hypromellose |Dextran 70	tears naturale eye drops	S01XA20		tears naturale eye drops	1140878172	S01XA20	Hypromellose |Dextran 70
1141168578	Raloxifene	evista 60mg tablet	G03XC01	G03	evista 60mg tablet	1141168578	G03XC01	Raloxifene
1140870512	Cyanocobalamin	cyanocobalamin product	B03BA01		cyanocobalamin product	1140870512	B03BA01	Cyanocobalamin
1141180662	Cetirizine	zirtek allergy 10mg tablet	R06AE07		zirtek allergy 10mg tablet	1141180662	R06AE07	Cetirizine
1141172492	Telmisartan	micardis 20mg tablet	C09CA07		micardis 20mg tablet	1141172492	C09CA07	Telmisartan
2038460068	Phenobarbital	phenobarbitone	N03AA02		phenobarbitone	2038460068	N03AA02	Phenobarbital
1140880072	Gamolenic Acid	gamolenic acid	D11AX02		gamolenic acid	1140880072	D11AX02	Gamolenic Acid
1141172838	Valproic Acid	depakote 250mg e/c tablet	N05AX		depakote 250mg e/c tablet	1141172838	N05AX	Valproic Acid
1140879644	Amantadine	amantadine	N04BB01		amantadine	1140879644	N04BB01	Amantadine
1141172698	Isosorbide Mononitrate	monomax xl 60mg m/r tablet	C01DA14		monomax xl 60mg m/r tablet	1141172698	C01DA14	Isosorbide Mononitrate
1140868064	Betahistine	serc-8 tablet	N07CA01		serc-8 tablet	1140868064	N07CA01	Betahistine
1140862526	Cromoglicic Acid	sodium cromoglycate	A07EB01 |D11AH03 |R01AC01 |R03BC01 |S01GX01		sodium cromoglycate	1140862526	A07EB01 |D11AH03 |R01AC01 |R03BC01 |S01GX01	Cromoglicic Acid
1140877826	Sodium Bicarbonate	sodium bicarbonate	B05CB04 |B05XA02		sodium bicarbonate	1140877826	B05CB04 |B05XA02	Sodium Bicarbonate
1140873450	Tetracycline	tetracycline	A01AB13 |D06AA04 |J01AA07 |S01AA09 |S02AA08 |S03AA02		tetracycline	1140873450	A01AB13 |D06AA04 |J01AA07 |S01AA09 |S02AA08 |S03AA02	Tetracycline
1141153242	Balsalazide	balsalazide disodium	A07EC04		balsalazide disodium	1141153242	A07EC04	Balsalazide
1141145630	Nitroglycerin	nitromin 400micrograms cfc-free spray	C01DA02		nitromin 400micrograms cfc-free spray	1141145630	C01DA02	Nitroglycerin
1140882272	Morphine	oramorph 10mg/5ml oral solution	N02AA01		oramorph 10mg/5ml oral solution	1140882272	N02AA01	Morphine
1141188594	Adalimumab	humira 40mg injection solution 0.8ml prefilled syringe	L04AB04		humira 40mg injection solution 0.8ml prefilled syringe	1141188594	L04AB04	Adalimumab
1140862770	Cetirizine	zirtek 10mg tablet	R06AE07		zirtek 10mg tablet	1140862770	R06AE07	Cetirizine
1141167206	Estradiol	oestrogel 0.06% gel	G03CA03	G03	oestrogel 0.06% gel	1141167206	G03CA03	Estradiol
1141164068	Pramipexole	mirapexin 0.088mg tablet	N04BC05		mirapexin 0.088mg tablet	1141164068	N04BC05	Pramipexole
1140860790	Enalapril |Hydrochlorothiazide	enalapril maleate+hydrochlorothiazide 20mg/12.5mg tablet	C09BA02		enalapril maleate+hydrochlorothiazide 20mg/12.5mg tablet	1140860790	C09BA02	Enalapril |Hydrochlorothiazide
1141192248	Vardenafil	vardenafil	G04BE09		vardenafil	1141192248	G04BE09	Vardenafil
1140874718	Glyburide	glibenclamide	A10BB01		glibenclamide	1140874718	A10BB01	Glyburide
1141180150	Etoricoxib	arcoxia 90mg tablet	M01AH05		arcoxia 90mg tablet	1141180150	M01AH05	Etoricoxib
1140879762	Celiprolol	celiprolol	C07AB08		celiprolol	1140879762	C07AB08	Celiprolol
1140865816	Zinc Oxide |Bismuth Subsalicylate |Balsam Of Peru	anusol cream	C05AX		anusol cream	1140865816	C05AX	Zinc Oxide |Bismuth Subsalicylate |Balsam Of Peru
1141167848	Acetylsalicylic Acid |Dipyridamole	asasantin retard m/r capsule	B01AC30		asasantin retard m/r capsule	1141167848	B01AC30	Acetylsalicylic Acid |Dipyridamole
1140865000	Tramadol	zydol 50mg capsule	N02AX02		zydol 50mg capsule	1140865000	N02AX02	Tramadol
1140878530	Clotrimazole	canesten 1% cream	D01AC01		canesten 1% cream	1140878530	D01AC01	Clotrimazole
1141187230	Cetirizine	care cetirizine hayfever relief 10mg tablet	R06AE07		care cetirizine hayfever relief 10mg tablet	1141187230	R06AE07	Cetirizine
1141151018	Losartan |Hydrochlorothiazide	cozaar-comp 50mg/12.5mg tablet	C09DA01		cozaar-comp 50mg/12.5mg tablet	1141151018	C09DA01	Losartan |Hydrochlorothiazide
1140912228	Cyanocobalamin	b12 - cyanocobalamin prep	B03BA01		b12 - cyanocobalamin prep	1140912228	B03BA01	Cyanocobalamin
1141200768	Strontium Ranelate	protelos 2g sachets	M05BX03		protelos 2g sachets	1141200768	M05BX03	Strontium Ranelate
1140913292	Fluocinolone Acetonide	synalar 1:10 cream	D07AC04		synalar 1:10 cream	1140913292	D07AC04	Fluocinolone Acetonide
1140866466	Verapamil	securon 40mg tablet	C08DA01		securon 40mg tablet	1140866466	C08DA01	Verapamil
1140884560	Nefopam	nefopam	N02BG06		nefopam	1140884560	N02BG06	Nefopam
1140888074	Clobetasol	clobetasol	D07AD01		clobetasol	1140888074	D07AD01	Clobetasol
1140878184	Polyvinyl Alcohol	sno-tears eye drops	S01XA20		sno-tears eye drops	1140878184	S01XA20	Polyvinyl Alcohol
1141172682	Hydrochlorothiazide |Irbesartan	irbesartan+hydrochlorothiazide 150mg/12.5mg tablet	C09DA04		irbesartan+hydrochlorothiazide 150mg/12.5mg tablet	1141172682	C09DA04	Hydrochlorothiazide |Irbesartan
1140874816	Dexamethasone	dexamethasone	A01AC02 |C05AA09 |D07AB19 |D07XB05 |D10AA03 |H02AB02 |R01AD03 |S01BA01 |S01CB01 |S02BA06 |S03BA01		dexamethasone	1140874816	A01AC02 |C05AA09 |D07AB19 |D07XB05 |D10AA03 |H02AB02 |R01AD03 |S01BA01 |S01CB01 |S02BA06 |S03BA01	Dexamethasone
1141168650	Caffeine |Acetaminophen |Codeine	solpadeine capsule	N02AJ06		solpadeine capsule	1141168650	N02AJ06	Caffeine |Acetaminophen |Codeine
1140880288	Clotrimazole	clotrimazole	A01AB18 |D01AC01 |G01AF02		clotrimazole	1140880288	A01AB18 |D01AC01 |G01AF02	Clotrimazole
1141171038	Oxycodone	oxycodone hydrochloride	N02AA05		oxycodone hydrochloride	1141171038	N02AA05	Oxycodone
1140866804	Propranolol	inderal 10mg tablet	C07AA05		inderal 10mg tablet	1140866804	C07AA05	Propranolol
1140910706	Phenobarbital	phenobarbital	N03AA02		phenobarbital	1140910706	N03AA02	Phenobarbital
1140864070	Acetaminophen |Codeine	kapake tablet	N02AJ06		kapake tablet	1140864070	N02AJ06	Acetaminophen |Codeine
1141178036	Levothyroxine	eltroxin 25micrograms tablet	H03AA01		eltroxin 25micrograms tablet	1141178036	H03AA01	Levothyroxine
1140883520	Chlorphenamine	chlorpheniramine	R06AB04		chlorpheniramine	1140883520	R06AB04	Chlorphenamine
1140871984	Clonidine	dixarit 25mcg tablet	N02CX02		dixarit 25mcg tablet	1140871984	N02CX02	Clonidine
1140878512	Salicylic Acid |Coal Tar |Coconut Oil	capasal shampoo	D05AA		capasal shampoo	1140878512	D05AA	Salicylic Acid |Coal Tar |Coconut Oil
1140868816	Desmopressin	desmopressin	H01BA02		desmopressin	1140868816	H01BA02	Desmopressin
1140868192	Prochlorperazine	buccastem 3mg tablet	N05AB04		buccastem 3mg tablet	1140868192	N05AB04	Prochlorperazine
1140880956	Fentanyl	fentanyl	N01AH01 |N02AB03		fentanyl	1140880956	N01AH01 |N02AB03	Fentanyl
1140879782	Indoramin	indoramin	C02CA02		indoramin	1140879782	C02CA02	Indoramin
1140854076	Polyethylene Glycol	macrogol ointment	A06AD15		macrogol ointment	1140854076	A06AD15	Polyethylene Glycol
1140867948	Amitriptyline |Perphenazine	amitriptyline hydrochloride+perphenazine 10mg/2mg tablet	N06CA01		amitriptyline hydrochloride+perphenazine 10mg/2mg tablet	1140867948	N06CA01	Amitriptyline |Perphenazine
1140883706	Nedocromil	nedocromil	R01AC07 |R03BC03 |S01GX04		nedocromil	1140883706	R01AC07 |R03BC03 |S01GX04	Nedocromil
1140870504	Hydroxocobalamin	hydroxocobalamin product	B03BA03 |V03AB33		hydroxocobalamin product	1140870504	B03BA03 |V03AB33	Hydroxocobalamin
1141188210	Mineral |Multivitamin	berocca effervescent tablet	A11AA		berocca effervescent tablet	1141188210	A11AA	Mineral |Multivitamin
1140872058	Caffeine |Ergotamine |Cyclizine	migril tablet	N02CA52		migril tablet	1140872058	N02CA52	Caffeine |Ergotamine |Cyclizine
1140864566	Cabergoline	cabergoline	G02CB03 |N04BC06		cabergoline	1140864566	G02CB03 |N04BC06	Cabergoline
1140869162	Desogestrel |Ethinyl Estradiol	marvelon tablet	G03AA09	G03	marvelon tablet	1140869162	G03AA09	Desogestrel |Ethinyl Estradiol
1140882112	Levodopa |Carbidopa	co-careldopa	N04BA02		co-careldopa	1140882112	N04BA02	Levodopa |Carbidopa
1140872590	Phenoxymethylpenicillin	phenoxymethylpenicillin	J01CE02		phenoxymethylpenicillin	1140872590	J01CE02	Phenoxymethylpenicillin
1140884512	Liothyronine	liothyronine	H03AA02		liothyronine	1140884512	H03AA02	Liothyronine
1140868456	Estradiol	oestradiol product	G03CA03	G03	oestradiol product	1140868456	G03CA03	Estradiol
1141172728	Almotriptan	almotriptan	N02CC05		almotriptan	1141172728	N02CC05	Almotriptan
1141164616	Pantoprazole	protium 20mg e/c tablet	A02BC02		protium 20mg e/c tablet	1141164616	A02BC02	Pantoprazole
1141187304	Acetaminophen |Codeine	codipar caplet	N02AJ06		codipar caplet	1141187304	N02AJ06	Acetaminophen |Codeine
1141194800	Bendroflumethiazide |Potassium	bendroflumethiazide+potassium 2.5mg/7.7mmol m/r tablet	C03AB01		bendroflumethiazide+potassium 2.5mg/7.7mmol m/r tablet	1141194800	C03AB01	Bendroflumethiazide |Potassium
1140888176	Mometasone	mometasone furoate 0.1% ointment	D07AC13		mometasone furoate 0.1% ointment	1140888176	D07AC13	Mometasone
1140861008	Isosorbide Dinitrate	isosorbide dinitrate	C01DA08 |C05AE02		isosorbide dinitrate	1140861008	C01DA08 |C05AE02	Isosorbide Dinitrate
1141188836	Felodipine	felendil xl 5mg m/r tablet	C08CA02		felendil xl 5mg m/r tablet	1141188836	C08CA02	Felodipine
1140882722	Dexamethasone	maxidex eye drops	S01BA01		maxidex eye drops	1140882722	S01BA01	Dexamethasone
1141157324	Loratadine	loratadine product	R06AX13		loratadine product	1141157324	R06AX13	Loratadine
1140911750	Ibuprofen |Menthol	deep relief ibuprofen gel	M02AX		deep relief ibuprofen gel	1140911750	M02AX	Ibuprofen |Menthol
1141146378	Indapamide	natrilix sr 1.5mg m/r tablet	C03BA11		natrilix sr 1.5mg m/r tablet	1141146378	C03BA11	Indapamide
1141192004	Dutasteride	avodart 500micrograms capsule	G04CB02		avodart 500micrograms capsule	1141192004	G04CB02	Dutasteride
1140878498	Coal Tar	polytar liquid	D05AA		polytar liquid	1140878498	D05AA	Coal Tar
1140864966	Ipratropium Bromide |Salbutamol	salbutamol+ipratropium 100micrograms/20micrograms inhaler	R03AL02		salbutamol+ipratropium 100micrograms/20micrograms inhaler	1140864966	R03AL02	Ipratropium Bromide |Salbutamol
1140881938	Beclomethasone Dipropionate |Salbutamol	beclomethasone dipropionate+salbutamol	R03AK13		beclomethasone dipropionate+salbutamol	1140881938	R03AK13	Beclomethasone Dipropionate |Salbutamol
1140855380	Salbutamol	salbuvent 100micrograms inhaler	R03AC02		salbuvent 100micrograms inhaler	1140855380	R03AC02	Salbutamol
1141169516	Timolol |Dorzolamide	dorzolamide+timolol	S01ED51		dorzolamide+timolol	1141169516	S01ED51	Timolol |Dorzolamide
1140878378	Calcipotriol	dovonex 50micrograms/g ointment	D05AX02		dovonex 50micrograms/g ointment	1140878378	D05AX02	Calcipotriol
1140862760	Acrivastine	acrivastine	R06AX18		acrivastine	1140862760	R06AX18	Acrivastine
1141185986	Mineral Oil |Petrolatum	cetraben emollient cream	D02AX		cetraben emollient cream	1141185986	D02AX	Mineral Oil |Petrolatum
1141145900	Letrozole	femara 2.5mg tablet	L02BG04		femara 2.5mg tablet	1141145900	L02BG04	Letrozole
1140873634	Clarithromycin	clarithromycin	J01FA09		clarithromycin	1140873634	J01FA09	Clarithromycin
1141180592	Perindopril |Indapamide	perindopril+indapamide	C09BA04		perindopril+indapamide	1141180592	C09BA04	Perindopril |Indapamide
1140921088	Medroxyprogesterone Acetate |Estradiol	tridestra tablet	G03FB06	G03	tridestra tablet	1140921088	G03FB06	Medroxyprogesterone Acetate |Estradiol
1140853200	Bromelain	bromelains	D03BA03 |M09AB03		bromelains	1140853200	D03BA03 |M09AB03	Bromelain
1141150754	Brimonidine	alphagan 0.2% eye drops	S01EA05		alphagan 0.2% eye drops	1141150754	S01EA05	Brimonidine
1140864618	Lisinopril |Hydrochlorothiazide	zestoretic 10 tablet	C09BA03		zestoretic 10 tablet	1140864618	C09BA03	Lisinopril |Hydrochlorothiazide
1141202030	Estradiol	estradot 25micrograms patch	G03CA03	G03	estradot 25micrograms patch	1141202030	G03CA03	Estradiol
1141191312	Cholecalciferol |Calcium Phosphate	calfovit d3 powder for oral suspension	A12AX		calfovit d3 powder for oral suspension	1141191312	A12AX	Cholecalciferol |Calcium Phosphate
1140868406	Conjugated Estrogens	conjugated oestrogens	G03CA57	G03	conjugated oestrogens	1140868406	G03CA57	Conjugated Estrogens
1141168648	Acetaminophen |Codeine	solpadeine tablet	N02AJ06		solpadeine tablet	1141168648	N02AJ06	Acetaminophen |Codeine
1140928384	Ritonavir	ritonavir	J05AE03		ritonavir	1140928384	J05AE03	Ritonavir
1140917450	Estradiol	oestrogel 1.25g gel	G03CA03	G03	oestrogel 1.25g gel	1140917450	G03CA03	Estradiol
